Order_ID,Order_Date,Customer_ID,Customer_Type,Product,Category,Region,Quantity,Revenue,Profit,Profit Category
1067,27/04/2026,C120,Repeat Customer,Kurta,Apparel,Kolkata,4,"₹6,540","₹1,699",Profit
1068,24/05/2026,C341,Repeat Customer,Bookshelf,Furniture,Chennai,3,"₹21,198","₹4,980",Profit
1069,27/05/2026,C309,Repeat Customer,Desk,Furniture,Pune,4,"₹23,368","₹5,328",Profit
1070,25/05/2026,C187,Repeat Customer,Blender,Home,Pune,5,"₹21,320",₹0,Profit
1071,13/01/2026,C056,Repeat Customer,Makeup Kit,Beauty,Hyderabad,1,"₹4,056","₹1,369",Profit
1072,01/02/2026,C341,Repeat Customer,Skincare Set,Beauty,Chennai,4,"₹9,984","₹3,748",Profit
1073,01/05/2026,C262,Repeat Customer,Smartwatch,Electronics,Pune,3,"₹20,793","₹4,206",Profit
1074,22/04/2026,C391,Repeat Customer,Bookshelf,Furniture,Kolkata,4,"₹39,248","₹7,973",Profit
1075,02/07/2026,C262,Repeat Customer,Kurta,Apparel,Pune,3,"₹3,159",₹842,Profit
1076,22/03/2026,C428,Repeat Customer,Smartwatch,Electronics,Pune,1,"₹8,804","₹1,707",Profit
1077,29/05/2026,C272,Repeat Customer,Jeans,Apparel,Hyderabad,3,"₹3,090",₹795,Profit
1078,07/01/2026,C275,Repeat Customer,Phone,Electronics,Chennai,5,"₹273,590","₹31,818",Profit
1079,06/04/2026,C442,Repeat Customer,Shoes,Apparel,Kolkata,3,"₹9,951","₹2,959",Profit
1080,07/09/2026,C212,Repeat Customer,Microwave,Home,Hyderabad,3,"₹30,246","₹5,502",Profit
1081,19/05/2026,C070,Repeat Customer,Headphones,Electronics,Hyderabad,5,"₹22,320","₹4,037",Profit
1082,06/06/2026,C012,Repeat Customer,Phone,Electronics,Hyderabad,5,"₹102,940","₹9,187",Profit
1083,06/04/2026,C389,Repeat Customer,Jeans,Apparel,Mumbai,3,"₹8,163","₹2,199",Profit
1084,15/08/2026,C310,Repeat Customer,Vacuum Cleaner,Home,Chennai,5,"₹28,400","₹5,716",Profit
1085,02/05/2026,C363,Repeat Customer,Phone,Electronics,Chennai,2,"₹74,614","₹7,647",Profit
1086,17/01/2026,C114,Repeat Customer,Cookware Set,Home,Delhi,1,"₹4,096",₹786,Profit
1087,05/10/2026,C070,Repeat Customer,Cookware Set,Home,Kolkata,5,"₹33,550","₹6,424",Profit
1088,04/01/2026,C008,New Customer,Laptop,Electronics,Chennai,1,"₹76,659","₹7,849",Profit
1089,28/07/2026,C183,Repeat Customer,Speaker,Electronics,Pune,4,"₹39,360","₹8,139",Profit
1090,13/05/2026,C294,Repeat Customer,Vacuum Cleaner,Home,Mumbai,1,"₹14,743","₹2,505",Profit
1091,06/07/2026,C204,Repeat Customer,T-Shirt,Apparel,Delhi,2,"₹1,716",₹446,Profit
1092,26/05/2026,C229,Repeat Customer,Phone,Electronics,Delhi,4,"₹143,236","₹17,903",Profit
1093,25/04/2026,C447,Repeat Customer,Jeans,Apparel,Bangalore,1,"₹1,363",₹395,Profit
1094,08/06/2026,C183,Repeat Customer,Perfume,Beauty,Chennai,2,"₹3,612","₹1,408",Profit
1095,17/01/2026,C259,Repeat Customer,Perfume,Beauty,Hyderabad,3,"₹16,101","₹6,416",Profit
1096,02/03/2026,C396,Repeat Customer,Makeup Kit,Beauty,Chennai,4,"₹17,488","₹5,465",Profit
1097,19/03/2026,C205,Repeat Customer,Phone,Electronics,Pune,2,"₹63,862","₹6,345",Profit
1098,23/02/2026,C312,New Customer,Vacuum Cleaner,Home,Mumbai,5,"₹32,630","₹6,850",Profit
1099,06/05/2026,C436,Repeat Customer,Vacuum Cleaner,Home,Delhi,6,"₹77,628","₹18,361",Profit
1100,18/04/2026,C470,Repeat Customer,Bookshelf,Furniture,Hyderabad,3,"₹35,970","₹8,663",Profit
1101,13/01/2026,C071,New Customer,Speaker,Electronics,Pune,5,"₹35,615","₹5,739",Profit
1102,05/10/2026,C462,Repeat Customer,Vacuum Cleaner,Home,Hyderabad,5,"₹20,665","₹4,018",Profit
1103,05/02/2026,C249,Repeat Customer,Cookware Set,Home,Hyderabad,2,"₹5,584","₹1,360",Profit
1104,22/06/2026,C137,Repeat Customer,Shoes,Apparel,Mumbai,5,"₹18,045","₹5,757",Profit
1105,08/04/2026,C241,Repeat Customer,Sofa,Furniture,Pune,6,"₹213,714","₹39,156",Profit
1106,13/05/2026,C476,Repeat Customer,Chair,Furniture,Delhi,6,"₹23,400","₹5,037",Profit
1107,18/03/2026,C249,Repeat Customer,Skincare Set,Beauty,Chennai,3,"₹4,527","₹1,599",Profit
1108,17/07/2026,C171,Repeat Customer,Sofa,Furniture,Pune,2,"₹75,234","₹12,954",Profit
1109,16/05/2026,C315,Repeat Customer,Sofa,Furniture,Hyderabad,4,"₹145,976","₹26,791",Profit
1110,15/03/2026,C127,Repeat Customer,Tablet,Electronics,Chennai,4,"₹73,176","₹7,921",Profit
1111,08/12/2026,C042,Repeat Customer,Headphones,Electronics,Hyderabad,5,"₹37,755","₹9,199",Profit
1112,03/07/2026,C068,Repeat Customer,Laptop,Electronics,Bangalore,1,"₹56,957","₹7,936",Profit
1113,01/02/2026,C068,Repeat Customer,Bookshelf,Furniture,Pune,6,"₹61,218","₹14,011",Profit
1114,31/01/2026,C075,Repeat Customer,Table,Furniture,Bangalore,6,"₹92,316","₹21,444",Profit
1115,08/12/2026,C070,Repeat Customer,Desk,Furniture,Kolkata,2,"₹25,668","₹6,155",Profit
1116,05/11/2026,C322,Repeat Customer,Shoes,Apparel,Hyderabad,5,"₹9,595","₹2,636",Profit
1117,16/01/2026,C093,Repeat Customer,Smartwatch,Electronics,Kolkata,5,"₹24,455","₹4,819",Profit
1118,08/12/2026,C183,Repeat Customer,Jacket,Apparel,Delhi,2,"₹9,298","₹2,920",Profit
1119,30/03/2026,UNKNOWN,Repeat Customer,Desk,Furniture,Delhi,5,"₹57,195","₹13,625",Profit
1120,23/04/2026,C246,Repeat Customer,Makeup Kit,Beauty,Pune,6,"₹16,302","₹6,416",Profit
1121,16/01/2026,C338,Repeat Customer,Phone,Electronics,Mumbai,3,"₹82,038","₹10,163",Profit
1122,08/06/2026,C089,Repeat Customer,Makeup Kit,Beauty,Mumbai,4,"₹13,104","₹5,205",Profit
1123,03/10/2026,C102,Repeat Customer,Smartwatch,Electronics,Pune,1,"₹16,522","₹3,122",Profit
1124,03/04/2026,C022,New Customer,Phone,Electronics,Pune,5,"₹297,340","₹27,658",Profit
1125,22/03/2026,C087,Repeat Customer,Kurta,Apparel,Mumbai,3,"₹4,137","₹1,302",Profit
1126,30/07/2026,C142,New Customer,Chair,Furniture,Hyderabad,3,"₹22,596","₹5,114",Profit
1127,13/01/2026,C090,Repeat Customer,Makeup Kit,Beauty,Chennai,6,"₹25,536","₹8,018",Profit
1128,07/04/2026,C050,Repeat Customer,Vacuum Cleaner,Home,Mumbai,2,"₹8,298","₹1,630",Profit
1129,14/04/2026,C062,Repeat Customer,Laptop,Electronics,Kolkata,6,"₹379,308","₹51,049",Profit
1130,08/08/2026,C242,Repeat Customer,Perfume,Beauty,Not Specified,1,"₹1,459",₹493,Profit
1131,07/12/2026,C112,Repeat Customer,Phone,Electronics,Mumbai,6,"₹294,864","₹24,412",Profit
1132,22/04/2026,C192,Repeat Customer,Headphones,Electronics,Bangalore,2,"₹12,284","₹2,320",Profit
1133,17/07/2026,C254,New Customer,Cookware Set,Home,Pune,5,"₹26,245","₹5,409",Profit
1134,25/04/2026,C356,New Customer,Perfume,Beauty,Delhi,2,"₹8,624","₹3,133",Profit
1135,25/06/2026,C021,Repeat Customer,Tablet,Electronics,Delhi,5,"₹90,245","₹13,272",Profit
1136,04/12/2026,C402,Repeat Customer,Sofa,Furniture,Bangalore,1,"₹20,479","₹3,675",Profit
1137,20/07/2026,C314,Repeat Customer,Bookshelf,Furniture,Chennai,6,"₹71,880","₹14,666",Profit
1138,23/07/2026,C044,Repeat Customer,Kurta,Apparel,Bangalore,5,"₹5,045","₹1,536",Profit
1139,04/03/2026,C442,Repeat Customer,Smartwatch,Electronics,Hyderabad,3,"₹24,150","₹4,956",Profit
1140,26/01/2026,C454,Repeat Customer,Cookware Set,Home,Hyderabad,1,"₹8,299","₹1,935",Profit
1141,07/06/2026,C035,Repeat Customer,Shoes,Apparel,Kolkata,5,"₹14,050","₹3,640",Profit
1142,07/09/2026,C141,Repeat Customer,Jeans,Apparel,Pune,4,"₹8,904","₹2,616",Profit
1143,13/03/2026,C406,Repeat Customer,Speaker,Electronics,Bangalore,4,"₹23,192",₹0,Profit
1144,28/04/2026,C385,Repeat Customer,Headphones,Electronics,Kolkata,5,"₹15,155","₹2,571",Profit
1145,18/05/2026,C095,Repeat Customer,Perfume,Beauty,Pune,5,"₹9,470","₹3,137",Profit
1146,05/06/2026,C113,Repeat Customer,Speaker,Electronics,Kolkata,3,"₹12,894","₹2,694",Profit
1147,18/07/2026,C193,Repeat Customer,Jacket,Apparel,Mumbai,1,"₹4,759","₹1,328",Profit
1148,31/01/2026,C248,Repeat Customer,Blender,Home,Pune,6,"₹19,842","₹4,745",Profit
1149,16/03/2026,C309,Repeat Customer,Makeup Kit,Beauty,Kolkata,6,"₹20,994","₹6,646",Profit
1150,28/05/2026,C193,Repeat Customer,Shoes,Apparel,Hyderabad,2,"₹8,742","₹2,790",Profit
1151,20/06/2026,C242,Repeat Customer,Not Specified,Apparel,Chennai,1,"₹1,425",₹395,Profit
1152,20/07/2026,C385,Repeat Customer,Blender,Home,Chennai,4,"₹19,512","₹3,541",Profit
1153,14/01/2026,C018,Repeat Customer,Speaker,Electronics,Chennai,4,"₹21,256","₹4,541",Profit
1154,02/03/2026,C135,Repeat Customer,Perfume,Beauty,Pune,6,"₹11,682","₹3,505",Profit
1155,31/03/2026,C366,New Customer,Headphones,Electronics,Hyderabad,1,"₹4,066",₹731,Profit
1156,06/03/2026,C447,Repeat Customer,Smartwatch,Electronics,Chennai,4,"₹40,472","₹6,355",Profit
1157,19/01/2026,C257,Repeat Customer,Perfume,Beauty,Delhi,6,"₹22,026","₹7,944",Profit
1158,05/10/2026,C262,Repeat Customer,Desk,Furniture,Bangalore,5,"₹59,475","₹13,954",Profit
1159,24/06/2026,C054,Repeat Customer,T-Shirt,Apparel,Chennai,1,₹955,₹297,Profit
1160,01/06/2026,C235,Repeat Customer,T-Shirt,Apparel,Hyderabad,2,₹718,₹245,Profit
1161,27/04/2026,C262,Repeat Customer,Makeup Kit,Beauty,Bangalore,2,"₹8,142","₹2,661",Profit
1162,02/08/2026,C128,Repeat Customer,Microwave,Home,Not Specified,3,"₹47,679","₹3,618",Profit
1163,01/12/2026,C140,Repeat Customer,Phone,Electronics,Kolkata,6,"₹329,832","₹32,754",Profit
1164,07/07/2026,C197,Repeat Customer,Jeans,Apparel,Pune,3,"₹6,420","₹1,898",Profit
1165,03/02/2026,C010,Repeat Customer,Chair,Furniture,Mumbai,4,"₹12,780","₹2,654",Profit
1166,22/04/2026,C166,Repeat Customer,Smartwatch,Electronics,Hyderabad,1,"₹10,584","₹1,972",Profit
1167,31/01/2026,C113,Repeat Customer,Sofa,Furniture,Bangalore,4,"₹151,844","₹26,244",Profit
1168,13/01/2026,C170,Repeat Customer,Camera,Electronics,Chennai,3,"₹83,574","₹12,407",Profit
1169,06/11/2026,C061,Repeat Customer,Speaker,Electronics,Delhi,4,"₹44,432","₹7,441",Profit
1170,21/04/2026,C446,Repeat Customer,Microwave,Home,Bangalore,1,"₹5,357",₹813,Profit
1171,13/03/2026,C297,Repeat Customer,Laptop,Electronics,Chennai,2,"₹116,392","₹10,618",Profit
1172,06/02/2026,C347,Repeat Customer,Vacuum Cleaner,Home,Pune,6,"₹102,852","₹16,617",Profit
1173,28/05/2026,C397,Repeat Customer,Table,Furniture,Delhi,4,"₹58,696","₹13,307",Profit
1174,27/07/2026,C251,Repeat Customer,Desk,Furniture,Pune,2,"₹15,770","₹3,239",Profit
1175,01/06/2026,UNKNOWN,Repeat Customer,Sofa,Furniture,Mumbai,1,"₹16,840","₹2,783",Profit
1176,16/06/2026,C265,Repeat Customer,Smartwatch,Electronics,Pune,5,"₹74,780","₹13,172",Profit
1177,08/06/2026,C293,Repeat Customer,Blender,Home,Hyderabad,5,"₹47,679","₹5,035",Profit
1178,07/06/2026,C384,Repeat Customer,Phone,Electronics,Mumbai,5,"₹132,380","₹11,417",Profit
1179,08/10/2026,C227,Repeat Customer,Table,Furniture,Mumbai,1,"₹11,742",₹506,Profit
1180,17/08/2026,C067,Repeat Customer,Chair,Furniture,Mumbai,1,"₹5,415","₹1,087",Profit
1181,21/05/2026,C147,New Customer,Vacuum Cleaner,Home,Mumbai,4,"₹26,292","₹4,903",Profit
1182,14/06/2026,C190,New Customer,Desk,Furniture,Delhi,3,"₹44,499","₹8,355",Profit
1183,28/02/2026,C325,Repeat Customer,Kurta,Apparel,Bangalore,1,"₹1,139",₹314,Profit
1184,13/07/2026,C280,Repeat Customer,Shoes,Apparel,Chennai,6,"₹29,334","₹7,144",Profit
1185,04/12/2026,C186,Repeat Customer,Speaker,Electronics,Mumbai,2,"₹5,398","₹1,183",Profit
1186,18/05/2026,C476,Repeat Customer,Shoes,Apparel,Chennai,1,"₹5,813","₹1,522",Profit
1187,03/10/2026,C306,Repeat Customer,Table,Furniture,Chennai,5,"₹79,885","₹15,479",Profit
1188,24/02/2026,C124,Repeat Customer,Sofa,Furniture,Bangalore,4,"₹172,488","₹27,059",Profit
1189,15/01/2026,C053,Repeat Customer,Jacket,Apparel,Pune,3,"₹14,586","₹4,800",Profit
1190,17/08/2026,C075,Repeat Customer,Desk,Furniture,Hyderabad,3,"₹37,815","₹8,728",Profit
1191,01/03/2026,C130,Repeat Customer,Headphones,Electronics,Bangalore,0,"₹1,906",₹394,Profit
1192,06/09/2026,C081,Repeat Customer,Speaker,Electronics,Kolkata,2,"₹12,270","₹2,650",Profit
1193,18/03/2026,C096,Repeat Customer,Shoes,Apparel,Hyderabad,3,"₹16,797","₹4,718",Profit
1194,18/02/2026,C148,Repeat Customer,Chair,Furniture,Delhi,5,"₹31,550","₹7,397",Profit
1195,24/06/2026,C089,Repeat Customer,Skincare Set,Beauty,Kolkata,4,"₹14,204","₹4,687",Profit
1196,05/09/2026,C447,Repeat Customer,Chair,Furniture,Bangalore,3,"₹19,332","₹3,992",Profit
1197,22/03/2026,C044,Repeat Customer,Shoes,Apparel,Bangalore,2,"₹4,250","₹1,080",Profit
1197,22/03/2026,C044,Repeat Customer,Shoes,Apparel,Bangalore,2,"₹4,250","₹1,080",Profit
1198,04/06/2026,C262,Repeat Customer,Table,Furniture,Mumbai,2,"₹30,882","₹6,768",Profit
1199,15/05/2026,C217,New Customer,Shoes,Apparel,Mumbai,1,"₹3,038",₹934,Profit
1200,07/02/2026,C476,Repeat Customer,Smartwatch,Electronics,Bangalore,4,"₹59,084","₹9,544",Profit
1201,25/06/2026,C056,Repeat Customer,Vacuum Cleaner,Home,Bangalore,5,"₹23,980","₹3,928",Profit
1202,14/05/2026,C207,Repeat Customer,Skincare Set,Beauty,Delhi,3,"₹10,050","₹3,152",Profit
1203,20/01/2026,C476,Repeat Customer,T-Shirt,Apparel,Bangalore,5,"₹4,040","₹1,288",Profit
1204,08/07/2026,C438,Repeat Customer,Table,Furniture,Hyderabad,3,"₹30,981","₹5,823",Profit
1205,24/07/2026,C412,Repeat Customer,Bookshelf,Furniture,Bangalore,5,"₹30,985","₹5,807",Profit
1206,02/03/2026,C137,Repeat Customer,Makeup Kit,Beauty,Delhi,2,"₹2,848","₹1,022",Profit
1207,25/01/2026,C088,Repeat Customer,T-Shirt,Apparel,Chennai,3,"₹2,910",₹932,Profit
1208,24/03/2026,C338,Repeat Customer,Jacket,Apparel,Bangalore,6,"₹18,456","₹6,139",Profit
1209,16/04/2026,C463,Repeat Customer,Phone,Electronics,Kolkata,6,"₹220,884","₹20,785",Profit
1210,05/02/2026,C274,Repeat Customer,Headphones,Electronics,Pune,5,"₹33,610","₹6,750",Profit
1211,15/04/2026,C280,Repeat Customer,Jeans,Apparel,Delhi,6,"₹102,480","₹29,259",Profit
1212,05/10/2026,C143,Repeat Customer,Camera,Electronics,Delhi,4,"₹136,512","₹20,051",Profit
1213,04/09/2026,C391,Repeat Customer,Shoes,Apparel,Hyderabad,4,"₹23,172","₹6,275",Profit
1214,06/11/2026,C096,Repeat Customer,Perfume,Beauty,Pune,4,"₹16,032","₹5,535",Profit
1215,17/04/2026,C166,Repeat Customer,Perfume,Beauty,Bangalore,6,"₹13,716","₹5,006",Profit
1216,20/07/2026,C227,Repeat Customer,Blender,Home,Bangalore,4,"₹19,240","₹3,242",Profit
1217,04/10/2026,C257,Repeat Customer,Phone,Electronics,Bangalore,1,"₹52,377","₹6,514",Profit
1218,20/02/2026,C128,Repeat Customer,Skincare Set,Beauty,Bangalore,1,₹853,₹273,Profit
1219,02/09/2026,C056,Repeat Customer,Sofa,Furniture,Chennai,6,"₹104,640","₹16,969",Profit
1220,20/05/2026,C306,Repeat Customer,Cookware Set,Home,Delhi,6,"₹42,258","₹8,624",Profit
1221,06/09/2026,C151,Repeat Customer,Chair,Furniture,Mumbai,3,"₹17,865","₹4,573",Profit
1222,22/01/2026,C287,Repeat Customer,Bookshelf,Furniture,Chennai,1,"₹7,161","₹1,703",Profit
1223,07/11/2026,C076,Repeat Customer,Blender,Home,Kolkata,1,"₹2,363",₹524,Profit
1224,01/02/2026,C248,Repeat Customer,Perfume,Beauty,Bangalore,1,"₹1,644",₹534,Profit
1225,02/04/2026,C262,Repeat Customer,Makeup Kit,Beauty,Kolkata,1,"₹2,465",₹765,Profit
1226,18/05/2026,C031,Repeat Customer,Blender,Home,Bangalore,2,"₹5,440",₹0,Profit
1227,07/12/2026,C177,Repeat Customer,Camera,Electronics,Hyderabad,6,"₹255,204","₹39,387",Profit
1228,26/03/2026,C070,Repeat Customer,Jeans,Apparel,Hyderabad,3,"₹3,225",₹869,Profit
1229,25/04/2026,C035,Repeat Customer,Microwave,Home,Mumbai,3,"₹30,546","₹4,585",Profit
1230,29/05/2026,C478,New Customer,Blender,Home,Delhi,5,"₹9,175","₹2,098",Profit
1231,19/06/2026,C166,Repeat Customer,Camera,Electronics,Delhi,5,"₹276,840","₹40,560",Profit
1232,04/05/2026,C407,Repeat Customer,Cookware Set,Home,Hyderabad,5,"₹15,745","₹3,059",Profit
1233,04/07/2026,C135,Repeat Customer,Shoes,Apparel,Pune,4,"₹18,896","₹4,232",Profit
1234,02/08/2026,C350,Repeat Customer,Headphones,Electronics,Kolkata,2,"₹11,460","₹2,655",Profit
1235,06/11/2026,C391,Repeat Customer,Perfume,Beauty,Pune,2,"₹9,192","₹3,419",Profit
1236,13/02/2026,C298,Repeat Customer,Smartwatch,Electronics,Delhi,2,"₹39,858","₹7,650",Profit
1237,18/04/2026,C244,Repeat Customer,Smartwatch,Electronics,Pune,2,"₹39,476","₹7,922",Profit
1238,21/04/2026,C218,Repeat Customer,Speaker,Electronics,Chennai,5,"₹47,679","₹2,470",Profit
1239,14/03/2026,C183,Repeat Customer,Phone,Electronics,Hyderabad,2,"₹87,192","₹8,969",Profit
1240,25/05/2026,C463,Repeat Customer,Table,Furniture,Mumbai,1,"₹15,469","₹3,427",Profit
1241,07/11/2026,C414,Repeat Customer,Skincare Set,Beauty,Chennai,4,"₹12,244","₹4,263",Profit
1242,03/09/2026,C474,Repeat Customer,Speaker,Electronics,Delhi,4,"₹30,176","₹5,823",Profit
1243,13/05/2026,C064,Repeat Customer,Phone,Electronics,Hyderabad,4,"₹47,679","₹20,306",Profit
1244,07/08/2026,UNKNOWN,Repeat Customer,Cookware Set,Home,Kolkata,2,"₹14,078","₹2,574",Profit
1245,17/03/2026,C465,Repeat Customer,Blender,Home,Bangalore,5,"₹19,435","₹4,607",Profit
1246,18/01/2026,C093,Repeat Customer,Shoes,Apparel,Bangalore,5,"₹15,245","₹4,826",Profit
1247,17/08/2026,C035,Repeat Customer,Chair,Furniture,Hyderabad,3,"₹19,134","₹1,338",Profit
1248,19/06/2026,C382,Repeat Customer,Makeup Kit,Beauty,Hyderabad,2,"₹6,086","₹1,968",Profit
1248,19/06/2026,C382,Repeat Customer,Makeup Kit,Beauty,Hyderabad,2,"₹6,086","₹1,968",Profit
